Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
8670,620,2.10,4.51,2.76,76.42,80.98,1
8671,1144,2.52,3.92,2.04,76.99,75.99,0
8672,889,2.87,7.69,3.02,76.01,83.74,0
8673,589,3.35,4.44,2.94,79.17,89.66,1
8674,406,2.94,6.80,2.55,77.58,84.24,1
8675,751,2.49,17.34,4.76,81.68,73.35,0
8676,573,2.91,7.55,2.07,78.53,80.57,1
8677,862,5.44,5.68,3.20,74.38,77.47,1
8678,651,2.76,4.51,1.16,77.24,85.48,1
8679,925,4.99,4.16,1.16,77.88,74.69,1
8680,1061,2.20,4.74,1.73,75.01,87.50,1
8681,1230,4.01,10.34,1.42,77.11,76.95,1
8682,694,2.95,9.17,3.37,75.42,64.60,1
8683,1488,3.77,6.93,2.18,77.06,73.26,1
8684,956,3.81,0.90,2.67,76.64,84.19,1
8685,658,2.57,7.87,3.25,78.09,84.54,1
8686,920,1.93,7.94,3.46,74.14,69.90,1
8687,580,2.18,6.64,2.50,77.43,80.27,1
8688,656,1.94,4.44,1.56,77.84,78.40,0
8689,559,5.15,5.92,2.79,75.65,76.36,1
8690,814,3.27,7.75,0.19,75.34,74.25,1
8691,1194,3.70,5.65,1.26,73.59,73.07,1
8692,429,2.63,4.40,1.37,76.57,78.37,1
8693,956,2.69,3.78,2.54,77.50,84.36,1
8694,1433,5.18,6.40,1.66,76.85,80.52,0
8695,787,2.78,9.59,3.03,77.72,70.02,0
8696,649,2.90,4.15,2.17,74.97,86.56,0
8697,637,3.25,7.32,1.28,74.56,70.59,0
8698,974,2.24,4.74,2.93,74.86,69.91,1
8699,913,4.30,5.16,3.03,75.65,84.71,0
8700,905,5.25,7.25,2.85,76.02,83.36,1
8701,759,4.61,5.33,0.83,76.04,91.19,1
8702,751,2.62,4.79,1.67,77.24,87.37,1
8703,440,3.29,8.62,1.29,77.08,73.81,1
8704,562,2.72,5.33,1.46,74.43,76.66,0
8705,765,5.08,7.02,5.91,76.06,68.27,1
8706,875,4.01,4.99,1.99,76.14,75.28,1
8707,609,2.25,9.82,1.47,73.93,77.87,1
8708,1156,2.70,5.25,1.80,84.55,75.61,0
8709,1119,4.36,5.44,2.61,75.83,81.97,0
8710,683,2.82,4.06,1.43,77.08,75.65,0
8711,714,3.99,6.35,1.43,75.60,65.84,1
8712,698,2.34,5.67,1.72,82.78,70.15,0
8713,430,2.43,5.24,2.03,76.34,85.29,0
8714,977,2.31,3.45,3.18,83.32,88.47,0
8715,514,4.88,5.07,2.63,84.50,82.41,1
8716,659,2.81,13.13,5.92,84.54,68.02,1
8717,809,3.65,10.11,3.24,77.88,77.70,0
8718,385,5.43,7.46,1.65,76.21,88.63,1
8719,508,4.11,6.13,2.61,77.00,84.85,0
8720,568,3.89,12.23,1.98,78.55,77.01,1
8721,547,3.29,12.22,7.10,74.75,90.22,1
8722,1623,2.85,6.41,1.97,77.92,84.60,1
8723,575,5.51,7.95,1.53,76.13,77.73,1
8724,767,3.68,6.60,2.24,77.23,71.87,0
8725,1245,3.24,10.32,1.26,77.12,79.21,1
8726,956,3.88,3.55,2.33,77.35,78.12,1
8727,723,4.04,9.75,1.47,74.70,79.29,1
8728,402,4.40,5.75,2.18,75.07,78.12,1
8729,726,5.08,6.72,2.78,76.16,74.19,1
8730,529,2.32,4.04,1.54,77.68,72.31,0
8731,677,2.66,5.84,3.51,77.61,74.51,0
8732,717,2.58,7.22,2.95,78.01,80.59,0
8733,531,5.05,7.92,1.45,77.27,81.98,1
8734,1232,2.02,6.07,2.79,76.12,86.52,0
8735,1485,3.82,9.39,1.63,75.07,87.57,0
8736,1239,3.51,10.41,1.58,75.78,79.43,1
8737,502,2.31,13.90,1.78,80.43,68.93,1
8738,933,4.99,4.36,1.48,77.07,87.66,0
8739,641,2.30,5.15,3.35,77.29,77.10,0
8740,789,3.97,8.74,1.68,77.02,79.80,1
8741,456,2.19,6.12,2.67,76.44,78.64,1
8742,971,2.62,7.35,2.52,75.25,77.40,0
8743,1185,3.51,6.41,2.74,76.06,69.89,0
8744,636,4.56,12.37,1.30,75.54,74.10,1
8745,573,3.30,6.06,2.54,75.04,78.83,1
8746,749,2.26,7.84,2.89,86.67,81.10,1
8747,416,4.00,6.51,3.43,77.53,82.50,1
8748,1245,3.54,5.58,1.31,80.26,85.47,1
8749,877,2.21,2.28,2.76,77.05,79.95,0
8750,595,4.10,6.61,3.36,84.00,77.79,1
8751,995,2.51,19.86,2.15,82.08,79.96,0
8752,926,0.88,5.93,2.78,77.58,85.31,0
8753,736,2.57,6.13,2.90,74.03,76.51,1
8754,1424,2.77,7.11,2.26,76.86,79.37,0
8755,986,4.31,6.54,0.97,79.53,80.09,0
8756,1511,2.32,7.46,1.46,74.56,79.95,0
8757,762,5.95,7.85,2.04,78.19,69.15,0
8758,752,2.65,5.03,3.44,76.62,92.77,0
8759,757,5.07,6.96,1.88,76.94,73.49,1
8760,1331,1.83,4.23,4.31,82.96,76.37,1
8761,689,5.03,5.13,2.67,76.10,75.05,1
8762,763,5.06,6.51,0.94,77.41,78.23,1
8763,1153,3.73,4.54,2.71,85.68,85.62,1
8764,669,3.15,4.81,3.49,76.50,72.57,1
8765,964,3.81,5.44,1.59,75.97,88.63,1
8766,968,3.74,4.29,4.27,78.47,71.04,0
8767,861,3.15,12.34,4.28,74.98,82.56,1
8768,608,2.15,3.82,2.38,76.41,85.44,1
8769,1314,2.27,6.74,1.98,76.64,84.67,0
8770,696,2.57,6.90,1.13,84.29,76.44,0
8771,752,4.71,6.11,3.00,75.41,72.58,1
8772,706,4.95,10.16,1.35,76.05,71.05,1
8773,660,1.85,5.04,1.81,75.28,81.95,1
8774,529,4.44,5.42,4.22,83.33,76.06,1
8775,645,2.80,7.29,1.30,75.84,70.78,1
8776,899,3.96,6.36,3.41,76.78,69.24,0
8777,934,2.27,5.17,2.44,76.11,77.14,0
8778,1028,2.47,6.60,1.79,81.12,86.74,1
8779,754,3.30,4.56,1.32,75.00,76.24,1
8780,719,2.11,3.92,2.47,75.71,73.74,0
8781,434,4.86,7.39,1.44,84.73,82.68,1
8782,699,4.25,5.27,3.61,82.14,82.65,0
8783,1434,3.89,5.02,1.53,78.82,68.79,1
8784,739,1.00,6.57,1.60,76.49,68.85,0
8785,486,3.95,5.81,1.73,88.33,70.01,0
8786,493,3.30,4.40,1.63,84.93,78.70,1
8787,558,4.29,6.47,3.03,78.58,81.28,1
8788,793,3.19,4.17,3.22,77.55,81.75,0
8789,852,3.75,6.73,2.47,76.10,71.55,0
8790,633,3.39,5.59,2.10,74.56,78.45,1
8791,763,2.27,3.47,2.81,74.42,72.06,0
8792,715,2.15,5.96,1.86,75.03,69.44,0
8793,892,2.92,7.32,1.74,75.87,70.85,1
8794,748,2.20,5.90,2.65,80.99,72.88,1
8795,1517,3.21,4.54,3.57,77.52,68.37,0
8796,697,2.56,5.57,2.55,76.97,81.04,1
8797,833,2.06,9.54,1.63,84.90,73.97,0
8798,789,3.20,8.67,3.29,76.36,87.84,0
8799,1157,2.05,6.21,1.46,80.08,81.86,0
8800,910,3.15,5.59,2.43,75.86,68.11,1
8801,657,2.36,4.10,1.52,75.34,76.09,1
8802,880,5.08,2.48,0.34,75.35,66.40,0
8803,1685,2.69,5.16,1.80,74.55,79.07,0
8804,516,3.56,5.23,4.85,78.13,78.79,1
8805,606,2.32,5.13,2.85,80.37,91.21,1
8806,833,2.37,7.00,2.48,76.22,82.28,0
8807,809,0.80,6.58,4.07,77.55,77.70,0
8808,866,3.09,6.64,3.27,78.03,89.96,1
8809,534,0.43,6.80,1.43,76.14,85.44,0
8810,700,4.81,11.61,0.98,74.95,75.78,1
8811,999,4.23,4.76,1.34,82.33,77.64,0
8812,743,4.44,8.34,2.62,75.52,67.21,0
8813,672,2.25,5.95,2.24,83.45,75.43,1
8814,717,2.29,6.65,3.37,77.45,78.05,1
8815,1249,3.78,4.31,1.50,82.97,90.54,0
8816,804,4.43,5.13,0.97,85.90,76.08,0
8817,1471,2.92,6.38,2.72,77.82,71.37,1
8818,882,2.05,13.42,1.73,78.02,70.11,1
8819,601,2.68,6.21,3.38,73.86,84.57,1
8820,715,2.92,3.61,1.75,82.72,73.18,1
8821,540,2.33,7.12,2.76,75.89,93.33,0
8822,736,5.20,6.17,5.22,77.20,78.94,1
8823,984,2.77,5.13,2.89,87.84,77.71,0
8824,932,2.46,11.98,2.53,73.81,82.67,0
8825,715,3.00,10.49,2.25,77.08,87.95,0
8826,985,3.62,6.66,2.75,77.26,82.75,0
8827,718,4.24,6.05,1.24,76.09,79.07,1
8828,665,2.94,6.56,2.01,77.75,67.35,1
8829,838,2.88,13.33,4.40,77.39,77.74,1
8830,534,5.92,18.04,5.95,77.29,74.73,1
8831,1138,2.81,4.90,1.43,76.52,67.38,1
8832,783,2.80,7.61,1.24,76.33,70.02,1
8833,886,2.64,5.62,1.26,76.36,77.58,1
8834,1162,2.73,5.85,2.46,78.64,73.03,0
8835,916,2.33,5.89,2.09,82.10,66.51,0
8836,526,4.47,14.20,3.11,83.58,76.82,1
8837,893,4.48,7.64,3.06,77.12,78.58,1
8838,790,1.83,4.52,2.70,75.75,92.72,1
8839,450,0.70,4.11,0.95,74.87,72.89,1
8840,758,4.17,10.80,1.41,82.44,86.62,1
8841,634,1.89,7.47,0.57,78.20,81.73,1
8842,622,2.63,5.86,2.61,81.57,80.68,1
8843,669,4.00,6.56,2.22,84.02,71.45,0
8844,971,4.62,9.70,3.16,75.12,72.79,1
8845,552,2.58,8.16,2.39,77.47,85.83,1
8846,563,4.13,7.81,2.40,77.32,81.60,0
8847,949,2.69,7.91,1.26,74.99,72.92,0
8848,809,5.21,11.68,2.59,83.19,78.52,1
8849,916,4.11,4.54,2.37,88.23,77.84,1
8850,1222,6.06,8.20,0.91,75.92,72.05,0
8851,849,2.23,5.26,1.96,73.15,72.99,0
8852,728,5.18,5.53,2.03,82.78,80.16,1
8853,989,3.42,5.06,1.94,77.59,81.24,0
8854,783,3.18,8.02,1.62,79.28,67.91,0
8855,560,3.99,6.73,2.59,74.96,73.05,1
8856,1608,4.05,7.12,4.79,76.26,80.36,0
8857,520,4.14,3.90,3.24,77.70,86.90,1
8858,417,4.80,9.82,3.31,76.87,86.35,1
8859,544,5.16,8.96,1.72,76.88,75.93,1
8860,723,3.59,7.52,1.84,76.00,78.20,1
8861,498,3.08,8.26,2.86,75.18,70.08,1
8862,786,5.01,0.71,1.61,77.28,80.86,1
8863,504,2.97,7.90,1.81,78.32,76.38,1
8864,609,3.03,6.84,1.07,73.71,83.19,1
8865,797,3.44,13.98,1.00,77.80,87.77,0
8866,720,2.86,4.42,2.31,78.67,67.64,0
8867,805,2.49,3.67,1.53,76.84,81.54,1
8868,883,4.92,6.53,2.58,77.06,70.61,0
8869,1316,3.70,7.31,2.36,79.98,77.05,1
8870,450,2.53,7.69,2.74,86.86,76.85,1
8871,780,1.97,5.47,2.96,77.12,76.12,1
8872,863,4.81,4.06,1.21,87.69,82.48,1
8873,745,3.11,2.56,2.90,75.98,78.25,0
8874,854,4.16,1.94,0.99,83.48,86.59,1
8875,1321,2.91,5.94,2.07,77.51,77.06,1
8876,1051,2.03,1.58,2.24,77.35,76.79,0
8877,1164,2.57,4.84,1.61,76.66,87.12,1
8878,882,3.23,4.85,2.44,78.77,86.65,0
8879,1049,4.08,5.54,3.14,75.88,68.02,0
8880,487,3.24,1.33,2.57,75.86,72.38,0
8881,881,3.77,6.26,2.19,77.94,80.25,0
8882,1167,4.15,4.15,3.32,80.85,70.40,0
8883,779,3.91,6.87,1.40,74.37,77.74,1
8884,464,4.95,5.80,2.20,75.41,78.00,0
8885,697,3.09,2.72,3.38,76.81,71.42,1
8886,767,3.71,5.20,3.09,74.14,77.98,1
8887,874,3.41,13.94,1.47,77.81,82.57,1
8888,695,3.64,7.27,2.92,76.20,71.96,1
8889,1670,3.83,6.50,2.54,77.18,81.97,0
8890,645,2.20,4.11,2.40,85.43,82.94,1
8891,800,2.41,6.55,1.24,75.85,77.94,1
8892,639,2.40,9.90,5.53,76.55,87.70,1
8893,1095,4.47,3.81,2.32,77.12,90.62,0
8894,646,2.74,6.08,2.93,78.04,84.53,1
8895,885,4.57,7.81,0.68,80.07,85.81,0
8896,511,2.70,4.82,1.27,85.79,75.76,1
8897,837,4.48,9.15,1.54,76.86,86.74,1
8898,974,4.72,7.82,0.71,77.84,70.21,0
8899,545,0.34,7.66,2.99,75.15,83.45,1
8900,764,4.09,5.38,2.06,77.08,83.32,1
8901,547,2.71,5.49,2.49,76.70,74.34,1
8902,920,3.49,10.96,2.28,78.06,73.82,0
8903,567,2.25,8.46,2.93,75.73,90.90,1
8904,832,2.13,6.95,3.03,83.63,78.72,1
8905,849,5.39,9.01,2.72,76.56,81.81,1
8906,771,3.14,5.51,1.82,75.40,84.54,0
8907,524,3.70,4.55,4.50,85.87,79.05,1
8908,454,2.13,5.38,1.58,75.53,83.08,1
8909,1373,3.74,7.11,3.35,75.76,88.15,0
8910,732,5.16,5.88,1.32,76.88,82.13,1
8911,562,2.63,10.13,1.92,78.46,74.45,1
8912,471,3.46,5.16,2.98,76.97,65.42,1
8913,505,4.79,4.97,1.89,83.14,89.46,1
8914,925,4.42,2.94,0.91,75.31,71.42,0
8915,928,3.34,2.64,1.96,77.67,74.14,1
8916,749,4.71,4.48,0.03,75.94,78.21,1
8917,560,3.89,3.64,1.29,76.48,69.99,0
8918,615,2.89,6.24,2.79,74.21,80.61,1
8919,621,3.13,3.75,2.91,74.22,82.28,1
8920,1162,3.22,4.14,1.99,71.97,77.10,1
8921,1301,3.80,7.23,2.57,78.23,72.06,0
8922,611,3.32,4.68,3.29,77.16,87.71,1
8923,1178,3.66,10.62,1.96,77.90,75.00,0
8924,678,3.18,7.18,3.69,83.91,78.82,0
8925,1045,2.58,7.47,2.04,77.52,80.42,1
8926,1236,4.95,5.67,1.49,76.19,76.54,0
8927,510,3.12,7.94,2.83,75.56,72.76,1
8928,896,3.47,3.12,1.50,77.63,76.16,1
8929,716,2.79,6.01,1.83,76.54,77.98,1
8930,495,4.60,6.54,2.98,74.91,88.46,1
8931,803,3.70,5.00,1.61,75.22,86.85,0
8932,693,4.52,1.68,2.16,76.59,72.29,1
8933,583,3.52,7.13,1.10,77.33,81.71,1
8934,1075,4.10,6.81,2.07,77.52,74.46,1
8935,916,3.10,5.56,2.46,75.98,79.21,1
8936,1294,2.69,8.94,3.72,81.26,68.80,1
8937,525,4.43,9.23,2.73,77.38,80.74,1
8938,811,3.86,10.85,1.69,80.60,74.06,0
8939,825,2.44,2.94,1.27,84.30,81.66,0
8940,779,5.22,5.28,1.04,76.97,71.05,1
8941,599,4.11,7.67,3.24,77.41,78.15,1
8942,888,2.53,7.37,2.65,76.35,71.47,0
8943,946,1.91,10.98,1.42,74.59,69.11,0
8944,895,3.70,3.67,0.73,76.98,80.94,0
8945,475,2.25,9.32,1.25,75.46,87.51,1
8946,631,3.18,4.59,2.06,74.69,75.29,0
8947,932,3.32,3.87,1.87,77.38,76.62,0
8948,902,2.10,4.77,2.72,77.39,75.61,0
8949,1329,2.07,7.51,0.50,78.20,84.82,1
8950,681,3.17,5.57,1.89,88.07,70.73,1
8951,604,3.51,7.80,1.41,85.28,87.32,0
8952,581,4.79,6.07,6.20,77.41,89.58,1
8953,997,1.74,7.18,1.40,77.31,76.91,0
8954,868,4.85,7.98,1.70,78.01,88.00,1
8955,701,1.16,4.80,1.98,75.91,73.96,1
8956,915,5.33,7.45,3.16,76.27,65.33,1
8957,747,4.39,6.71,1.91,87.33,73.78,0
8958,530,2.72,6.59,1.57,76.71,85.38,0
8959,850,4.14,14.00,1.88,73.94,69.61,1
8960,517,4.25,7.46,1.70,74.83,87.13,1
8961,853,1.70,2.20,2.14,75.24,84.82,1
8962,744,2.53,3.33,1.07,84.39,79.06,1
8963,1261,4.37,11.14,2.13,77.22,77.83,0
8964,698,2.83,6.31,2.65,74.24,77.01,1
8965,645,2.98,5.42,2.31,74.85,82.77,1
8966,526,3.92,11.29,2.57,85.07,74.23,1
8967,1529,3.68,7.30,1.03,82.16,80.95,0
8968,747,2.54,7.94,3.04,77.33,75.96,0
8969,960,4.44,12.83,2.97,76.82,74.26,1
8970,599,4.45,4.34,1.55,80.88,78.14,1
8971,942,6.11,4.77,1.74,75.50,79.58,1
8972,648,2.93,5.21,1.91,87.44,68.17,0
8973,1238,3.63,4.10,1.53,86.61,71.46,0
8974,675,2.34,13.18,2.32,77.87,79.60,1
8975,1093,4.27,5.81,1.77,74.15,84.83,1
8976,1469,2.26,6.84,1.91,77.55,77.41,0
8977,476,2.24,6.36,1.80,75.47,89.28,1
8978,620,2.25,17.79,2.70,77.87,65.85,1
8979,439,2.92,8.39,1.67,74.53,70.14,1
8980,634,4.68,6.57,3.18,76.28,81.13,1
8981,817,3.40,9.31,2.75,87.92,83.98,0
8982,1096,3.77,6.13,1.75,76.82,81.84,1
8983,777,3.49,2.12,1.37,76.85,70.16,0
8984,839,2.75,12.22,2.19,77.73,82.14,0
8985,599,2.48,6.30,3.18,81.67,81.32,1
8986,672,4.98,6.92,2.83,75.09,87.87,1
8987,1077,3.13,11.05,5.04,75.56,77.70,1
8988,655,4.40,5.76,1.70,76.03,84.30,1
8989,637,4.78,5.33,2.80,77.06,88.40,1
8990,536,2.40,7.26,2.92,76.24,75.76,1
8991,807,2.45,6.76,2.28,85.35,78.68,1
8992,673,2.10,7.83,1.33,74.55,75.83,1
8993,741,4.50,4.36,1.19,76.58,82.61,1
8994,1685,3.64,6.77,2.56,76.70,78.78,1
8995,756,4.08,4.85,1.33,75.48,72.03,1
8996,719,4.75,2.88,4.24,78.72,72.89,0
8997,838,2.47,4.41,3.84,77.10,75.24,0
8998,953,2.67,6.68,2.50,73.21,73.41,1
8999,870,3.30,7.92,1.22,78.25,75.15,1
9000,883,2.56,5.92,2.50,77.32,81.02,0
9001,1306,4.19,7.47,1.58,74.28,73.65,0
9002,618,3.97,5.50,2.47,82.13,85.83,1
9003,850,2.98,5.63,3.46,83.38,83.92,0
9004,696,4.44,4.25,1.87,77.05,83.35,1
9005,782,4.74,4.83,3.00,76.49,90.33,1
9006,676,2.29,10.26,1.41,74.02,74.67,0
9007,883,4.70,8.09,1.78,75.46,73.97,1
9008,775,3.13,14.51,2.37,75.63,68.54,0
9009,854,1.66,4.69,2.89,77.17,90.70,0
9010,1035,3.78,15.36,1.47,77.51,75.12,1
9011,1028,4.04,5.00,2.72,80.22,80.67,0
9012,662,3.11,4.04,2.88,76.79,85.35,1
9013,413,1.99,8.80,1.55,75.15,86.48,1
9014,1057,3.73,4.57,2.33,84.34,92.11,0
9015,523,4.47,7.70,2.54,75.43,80.66,1
9016,1656,2.27,8.63,2.31,84.54,73.22,1
9017,647,3.40,6.05,1.21,80.97,69.28,1
9018,1125,2.69,6.61,3.64,76.17,81.67,0
9019,535,2.91,6.18,2.13,75.38,77.79,1
9020,1232,4.87,7.79,2.88,77.67,89.33,0
9021,757,2.37,6.15,1.23,75.87,71.90,0
9022,476,2.99,15.13,1.14,75.73,74.31,1
9023,639,2.29,8.30,3.31,77.19,82.44,1
9024,1120,3.21,4.94,1.70,78.97,80.65,0
9025,610,3.15,6.20,1.27,77.12,72.15,1
9026,1531,5.32,5.84,3.09,75.95,76.47,0
9027,1083,1.60,9.16,5.19,75.70,87.40,1
9028,737,2.00,5.82,2.47,76.00,82.77,1
9029,723,3.53,4.33,2.17,76.54,86.40,1
9030,743,3.74,2.01,2.59,74.50,77.03,1
9031,860,2.79,9.72,2.33,74.04,75.22,0
9032,436,3.90,6.91,3.37,76.39,88.82,1
9033,734,3.04,2.48,4.66,75.95,73.35,0
9034,587,2.43,4.81,1.96,75.45,65.10,1
9035,798,3.74,8.89,1.93,73.66,87.49,1
9036,842,2.51,5.21,1.14,76.52,80.41,1
9037,966,4.10,5.94,2.93,78.34,87.53,0
9038,587,3.46,6.10,4.60,78.23,88.37,0
9039,966,3.13,1.23,1.26,75.09,77.26,1
9040,485,2.03,6.12,3.30,75.71,86.91,1
9041,687,2.29,10.19,1.74,76.77,74.16,0
9042,713,1.86,5.23,1.26,76.81,72.56,0
9043,649,3.80,11.69,2.22,76.82,85.58,1
9044,577,3.82,6.02,1.38,81.27,78.76,1
9045,1196,2.27,4.90,1.16,77.68,84.78,0
9046,493,2.02,6.11,1.73,81.23,67.67,1
9047,454,2.90,3.89,2.27,75.79,72.95,0
9048,1312,2.52,6.78,2.63,85.72,89.48,1
9049,513,3.25,7.28,3.13,75.41,70.65,1
9050,750,2.68,7.57,3.50,75.44,77.23,1
9051,599,2.38,7.37,1.28,77.14,81.34,1
9052,617,4.04,7.41,2.91,76.21,82.64,0
9053,1342,4.23,7.03,2.44,78.79,82.10,0
9054,452,4.00,5.25,1.20,76.88,74.78,0
9055,457,3.56,6.46,2.29,74.67,88.89,1
9056,778,2.08,7.36,5.23,72.85,76.84,1
9057,1393,3.80,4.92,2.77,76.95,77.76,0
9058,1116,4.57,7.08,1.24,75.80,87.46,0
9059,760,3.86,4.82,1.94,76.69,74.79,1
9060,1162,3.04,6.61,1.67,77.72,84.74,1
9061,587,5.00,5.89,2.06,77.46,81.02,1
9062,498,1.73,6.48,3.09,74.76,82.70,1
9063,788,2.94,5.52,2.99,76.37,85.16,1
9064,557,2.32,6.10,1.69,76.60,73.09,1
9065,464,2.05,7.20,1.99,79.93,73.19,1
9066,444,4.94,9.02,1.82,75.00,80.88,1
9067,887,4.05,5.81,1.84,77.80,82.25,0
9068,614,2.74,11.87,3.30,75.40,85.72,1
9069,1119,4.54,5.40,4.87,76.38,64.83,0
9070,455,1.93,5.22,1.96,77.09,72.57,1
9071,615,3.44,8.40,5.32,75.45,73.21,1
9072,660,2.57,5.57,3.56,75.65,77.47,0
9073,711,4.01,5.80,2.64,74.40,83.88,0
9074,624,2.14,7.81,2.62,75.51,82.51,1
9075,519,3.24,8.64,2.62,77.16,77.17,1
9076,1315,4.25,7.12,3.21,75.84,78.19,0
9077,847,4.00,5.27,2.69,76.77,83.16,0
9078,690,5.41,4.41,2.58,79.78,78.98,0
9079,622,4.00,11.60,1.98,77.41,79.03,1
9080,912,3.22,6.06,1.78,78.04,81.30,1
9081,981,4.04,4.12,1.84,76.80,72.37,1
9082,1282,2.87,7.17,2.77,74.92,85.91,1
9083,1062,4.53,5.03,1.59,78.01,82.59,0
9084,1122,4.11,8.03,3.66,77.75,72.78,0
9085,426,2.74,14.55,1.65,84.29,66.64,1
9086,784,2.64,3.26,1.87,75.08,78.34,1
9087,589,3.98,8.11,1.85,78.75,67.41,1
9088,961,3.21,7.41,2.92,74.71,83.90,0
9089,846,3.59,4.69,2.68,84.82,88.39,0
9090,1356,4.83,7.55,2.61,76.03,76.84,1
9091,929,2.28,3.26,1.42,83.38,77.02,1
9092,443,4.69,9.53,5.55,78.42,69.23,1
9093,577,4.33,4.67,2.88,82.04,77.05,0
9094,718,4.69,7.66,1.81,75.88,90.24,1
9095,1085,3.48,4.29,1.99,77.65,65.41,0
9096,678,2.39,10.82,1.02,74.70,78.90,1
9097,874,2.99,5.14,2.22,75.64,75.08,1
9098,968,5.19,6.27,2.24,76.78,65.99,1
9099,670,5.28,4.17,2.02,76.18,75.76,0
9100,894,1.97,9.17,3.68,76.78,79.20,1
9101,627,4.84,4.83,4.05,78.63,82.51,1
9102,585,2.45,5.08,2.57,75.34,80.90,0
9103,492,2.33,8.05,2.28,79.20,79.21,1
9104,469,3.37,5.75,2.81,77.66,68.10,1
9105,437,2.54,6.99,3.64,75.65,77.29,1
9106,734,3.34,5.17,1.87,77.35,74.12,1
9107,980,2.95,7.96,1.88,76.09,69.87,1
9108,966,4.50,6.52,2.47,77.82,70.83,1
9109,560,2.04,5.01,1.67,74.38,86.69,0
9110,664,3.27,9.39,1.31,76.32,84.14,1
9111,699,2.34,7.98,1.64,82.04,91.48,1
9112,434,2.02,7.30,3.13,74.99,80.44,1
9113,888,3.68,5.20,1.18,76.17,85.64,1
9114,728,4.02,6.33,1.79,76.27,85.25,0
9115,674,2.75,12.77,3.76,76.34,68.79,1
9116,701,2.55,4.30,3.18,82.94,73.91,0
9117,559,3.58,3.63,1.57,75.64,70.47,1
9118,1174,4.18,8.55,5.66,74.36,71.59,1
9119,652,4.69,6.82,2.98,76.89,72.83,1
9120,570,5.05,7.14,2.40,75.75,67.28,1
9121,779,4.98,6.32,1.29,76.95,64.93,0
9122,422,2.18,3.26,2.35,73.11,81.53,1
9123,585,1.92,5.59,1.53,81.43,87.19,1
9124,1521,3.50,6.75,1.92,77.58,80.80,0
9125,822,1.04,6.97,0.49,74.49,70.46,1
9126,927,4.86,10.45,2.42,84.63,78.53,1
9127,1186,2.54,5.78,4.03,77.70,73.74,0
9128,688,2.23,7.15,1.53,74.65,70.96,0
9129,407,2.96,10.66,3.52,74.52,84.77,1
9130,1097,3.99,0.57,2.63,76.42,84.83,0
9131,785,4.63,5.94,2.79,76.66,82.32,0
9132,686,2.42,5.58,1.09,74.62,75.84,1
9133,1187,2.54,4.33,1.10,86.36,82.81,1
9134,782,3.83,3.50,2.75,85.65,85.49,0
9135,1018,2.03,2.48,1.40,77.25,76.00,0
9136,864,5.38,9.21,3.94,77.11,82.24,0
9137,1311,2.98,8.32,1.18,77.33,67.87,0
9138,1360,3.77,6.23,1.82,77.55,81.58,0
9139,837,5.00,5.76,1.69,76.56,69.34,0
9140,1276,5.48,5.35,2.47,76.53,77.49,1
9141,520,3.60,12.20,1.86,77.90,77.91,1
9142,560,4.99,8.61,1.04,74.92,78.75,1
9143,711,3.38,10.25,3.08,73.55,80.53,1
9144,769,3.43,5.65,1.49,78.20,82.42,1
9145,490,4.16,2.61,2.68,75.75,74.97,1
9146,820,2.22,9.98,2.19,76.30,85.27,1
9147,1314,3.08,10.89,1.30,76.90,65.47,1
9148,567,1.97,3.39,2.47,76.46,77.13,1
9149,680,3.97,7.75,2.00,81.32,90.75,0
9150,1073,4.00,8.01,3.53,77.21,79.90,0
9151,903,3.94,6.88,1.50,76.59,70.03,1
9152,386,2.39,7.57,1.95,74.90,89.87,1
9153,915,1.92,6.02,1.24,77.06,81.94,1
9154,578,3.94,6.08,2.17,74.69,85.14,0
9155,792,4.47,7.38,2.04,81.60,87.20,0
9156,791,2.77,5.89,2.03,75.55,90.30,1
9157,475,2.56,6.39,1.83,85.66,76.09,1
9158,443,2.51,10.57,2.98,77.19,73.45,1
9159,893,4.69,3.99,1.52,75.47,85.88,1
9160,806,3.90,5.23,2.79,74.17,70.07,1
9161,902,2.74,5.11,1.97,77.38,74.20,0
9162,632,2.16,3.40,1.54,83.51,79.80,1
9163,780,2.10,3.63,2.50,75.05,80.13,1
9164,485,3.80,5.07,2.32,76.53,82.76,0
9165,608,4.82,7.66,3.07,74.75,73.83,1
9166,697,3.21,6.69,2.71,75.37,80.52,1
9167,508,5.76,7.42,3.33,74.11,74.45,1
9168,1224,0.47,3.55,1.35,74.40,83.11,0
9169,626,2.61,6.71,3.09,73.85,76.56,1
9170,811,2.31,4.04,1.44,77.76,78.71,0
9171,937,4.63,9.73,5.16,74.17,73.81,1
9172,487,4.08,6.56,3.14,77.54,84.88,1
9173,508,2.76,4.42,2.31,76.10,79.25,1
9174,1154,2.30,6.50,1.72,76.77,87.39,1
9175,689,2.25,6.56,1.42,77.20,80.24,1
9176,658,2.04,9.33,2.10,86.23,83.90,0
9177,1053,3.23,6.72,2.94,76.17,73.93,1
9178,1482,4.15,4.95,2.18,81.74,92.73,1
9179,498,2.44,2.31,3.16,76.27,80.50,1
9180,783,3.09,8.31,1.43,77.66,79.43,1
9181,530,5.20,7.98,1.70,77.47,81.47,1
